course,covid,firstgen,gender,race_ethnicity,term,grade,semester
Chem1,impacted,N,Female ,White,20202,F,2020 Spring
Chem1,impacted,N,Female ,White,20202,A-,2020 Spring
Chem1,impacted,N,Female ,White,20202,A,2020 Spring
Chem1,impacted,N,Female ,White,20202,A,2020 Spring
Chem1,impacted,N,Female ,White,20202,C,2020 Spring
Chem1,impacted,N,Female ,White,20202,B-,2020 Spring
Chem1,impacted,N,Female ,White,20202,B,2020 Spring
Chem1,impacted,N,Female ,White,20202,F,2020 Spring
Chem1,impacted,N,Female ,White,20202,W,2020 Spring
Chem1,impacted,N,Female ,White,20202,C,2020 Spring
Chem1,impacted,N,Female ,White,20202,B-,2020 Spring
Chem1,impacted,N,Female ,White,20202,W,2020 Spring
Chem1,impacted,N,Female ,White,20202,A-,2020 Spring
Chem1,impacted,N,Female ,White,20202,D+,2020 Spring
Chem1,impacted,N,Female ,White,20202,W,2020 Spring
Chem1,impacted,N,Female ,White,20202,A,2020 Spring
Chem1,impacted,N,Female ,White,20202,A+,2020 Spring
Chem1,impacted,N,Female ,White,20202,A-,2020 Spring
Chem1,impacted,N,Female ,White,20202,A-,2020 Spring
Chem1,impacted,N,Female ,White,20202,B,2020 Spring
Chem1,impacted,N,Female ,White,20202,A-,2020 Spring
Chem1,impacted,N,Female ,White,20202,A+,2020 Spring
Chem1,impacted,N,Female ,White,20202,A-,2020 Spring
Chem1,impacted,N,Male   ,Asian,20202,A,2020 Spring
Chem1,impacted,N,Male   ,Asian,20202,B,2020 Spring
Chem1,impacted,N,Male   ,Asian,20202,A+,2020 Spring
Chem1,impacted,N,Male   ,Asian,20202,A+,2020 Spring
Chem1,impacted,N,Male   ,Asian,20202,A,2020 Spring
Chem1,impacted,N,Male   ,Asian,20202,A,2020 Spring
Chem1,impacted,N,Male   ,Black or African American,20202,D,2020 Spring
Chem1,impacted,N,Male   ,Black or African American,20202,F,2020 Spring
Chem1,impacted,N,Male   ,Black or African American,20202,W,2020 Spring
Chem1,impacted,N,Male   ,Hispanic,20202,F,2020 Spring
Chem1,impacted,N,Male   ,Hispanic,20202,D+,2020 Spring
Chem1,impacted,N,Male   ,Hispanic,20202,A+,2020 Spring
Chem1,impacted,N,Male   ,Hispanic,20202,D,2020 Spring
Chem1,impacted,N,Male   ,Hispanic,20202,F,2020 Spring
Chem1,impacted,N,Male   ,Hispanic,20202,C,2020 Spring
Chem1,impacted,N,Male   ,Hispanic,20202,A-,2020 Spring
Chem1,impacted,N,Male   ,Hispanic,20202,D+,2020 Spring
Chem1,impacted,N,Male   ,Two or more races,20202,B,2020 Spring
Chem1,impacted,N,Male   ,Two or more races,20202,B-,2020 Spring
Chem1,impacted,N,Male   ,Two or more races,20202,F,2020 Spring
Chem1,impacted,N,Male   ,Two or more races,20202,W,2020 Spring
Chem1,impacted,N,Male   ,Two or more races,20202,B,2020 Spring
Chem1,impacted,N,Male   ,U.S. Nonresident,20202,A,2020 Spring
Chem1,impacted,N,Male   ,U.S. Nonresident,20202,A+,2020 Spring
Chem1,impacted,N,Male   ,U.S. Nonresident,20202,A+,2020 Spring
Chem1,impacted,N,Male   ,U.S. Nonresident,20202,A-,2020 Spring
Chem1,impacted,N,Male   ,U.S. Nonresident,20202,B-,2020 Spring
Chem1,impacted,N,Male   ,U.S. Nonresident,20202,A,2020 Spring
Chem1,impacted,N,Male   ,U.S. Nonresident,20202,A,2020 Spring
Chem1,impacted,N,Male   ,U.S. Nonresident,20202,D-,2020 Spring
Chem1,impacted,N,Male   ,White,20202,A,2020 Spring
Chem1,impacted,N,Male   ,White,20202,A+,2020 Spring
Chem1,impacted,N,Male   ,White,20202,A,2020 Spring
Chem1,impacted,N,Male   ,White,20202,F,2020 Spring
Chem1,impacted,N,Male   ,White,20202,F,2020 Spring
Chem1,impacted,N,Male   ,White,20202,W,2020 Spring
Chem1,impacted,N,Male   ,White,20202,W,2020 Spring
Chem1,impacted,N,Male   ,White,20202,A-,2020 Spring
Chem1,impacted,N,Male   ,White,20202,B-,2020 Spring
Chem1,impacted,N,Male   ,White,20202,B,2020 Spring
Chem1,impacted,N,Male   ,White,20202,A,2020 Spring
Chem1,impacted,N,Male   ,White,20202,B-,2020 Spring
Chem1,impacted,N,Male   ,White,20202,A,2020 Spring
Chem1,impacted,N,Male   ,White,20202,C+,2020 Spring
Chem1,impacted,N,Male   ,White,20202,B,2020 Spring
Chem1,impacted,N,Male   ,White,20202,W,2020 Spring
Chem1,impacted,N,Male   ,White,20202,B-,2020 Spring
Chem1,impacted,N,Male   ,White,20202,A,2020 Spring
Chem1,impacted,N,Male   ,White,20202,B-,2020 Spring
Chem1,impacted,N,Male   ,White,20202,C+,2020 Spring
Chem1,impacted,N,Male   ,White,20202,A,2020 Spring
Chem1,impacted,N,Male   ,White,20202,B-,2020 Spring
Chem1,impacted,N,Male   ,White,20202,C,2020 Spring
Chem1,impacted,N,Male   ,White,20202,C+,2020 Spring
Chem1,impacted,N,Male   ,White,20202,A+,2020 Spring
Chem1,impacted,N,Male   ,White,20202,F,2020 Spring
Chem1,impacted,N,Male   ,White,20202,B-,2020 Spring
Chem1,impacted,N,Male   ,White,20202,A-,2020 Spring
Chem1,impacted,N,Male   ,White,20202,A+,2020 Spring
Chem1,impacted,N,Male   ,White,20202,A-,2020 Spring
Chem1,impacted,N,Male   ,White,20202,B,2020 Spring
Chem1,impacted,N,Male   ,White,20202,B-,2020 Spring
Chem1,impacted,N,Male   ,White,20202,D-,2020 Spring
Chem1,impacted,N,Male   ,White,20202,B-,2020 Spring
Chem1,impacted,N,Male   ,White,20202,B+,2020 Spring
Chem1,impacted,N,Male   ,White,20202,A+,2020 Spring
Chem1,impacted,N,Male   ,White,20202,B,2020 Spring
Chem1,impacted,N,Male   ,White,20202,B-,2020 Spring
Chem1,impacted,N,Male   ,White,20202,A-,2020 Spring
Chem1,impacted,N,Male   ,White,20202,B-,2020 Spring
Chem1,impacted,N,Male   ,White,20202,F,2020 Spring
Chem1,impacted,N,Male   ,White,20202,B,2020 Spring
Chem1,impacted,N,Male   ,White,20202,A+,2020 Spring
Chem1,impacted,N,Male   ,White,20202,C,2020 Spring
Chem1,impacted,N,Male   ,White,20202,A,2020 Spring
Chem1,impacted,N,Male   ,White,20202,A+,2020 Spring
Chem1,impacted,N,Male   ,White,20202,A+,2020 Spring
Chem1,impacted,N,Male   ,White,20202,C,2020 Spring
Chem1,impacted,N,Male   ,White,20202,C,2020 Spring
Chem1,impacted,N,Male   ,White,20202,A,2020 Spring
Chem1,impacted,N,Male   ,White,20202,F,2020 Spring
Chem1,impacted,N,Male   ,White,20202,F,2020 Spring
Chem1,impacted,N,Male   ,White,20202,W,2020 Spring
Chem1,impacted,N,Male   ,White,20202,A,2020 Spring
Chem1,impacted,N,Male   ,White,20202,A-,2020 Spring
Chem1,impacted,N,Male   ,White,20202,A-,2020 Spring
Chem1,impacted,N,Male   ,White,20202,D+,2020 Spring
Chem1,impacted,N,Male   ,White,20202,F,2020 Spring
Chem1,impacted,N,Male   ,White,20202,C+,2020 Spring
Chem1,impacted,N,Male   ,White,20202,A,2020 Spring
Chem1,impacted,N,Male   ,White,20202,A-,2020 Spring
Chem1,impacted,N,Male   ,White,20202,A,2020 Spring
Chem1,impacted,N,Male   ,White,20202,B-,2020 Spring
Chem1,impacted,N,Male   ,White,20202,C,2020 Spring
Chem1,impacted,N,Male   ,White,20202,A-,2020 Spring
Chem1,impacted,N,Male   ,White,20202,C,2020 Spring
Chem1,impacted,N,Male   ,White,20202,B-,2020 Spring
Chem1,impacted,N,Male   ,White,20202,A,2020 Spring
Chem1,impacted,N,Male   ,White,20202,B+,2020 Spring
Chem1,impacted,N,Male   ,White,20202,C-,2020 Spring
Chem1,impacted,N,Male   ,White,20202,B+,2020 Spring
Chem1,impacted,N,Male   ,White,20202,W,2020 Spring
Chem1,impacted,N,Male   ,White,20202,B,2020 Spring
Chem1,impacted,N,Male   ,White,20202,W,2020 Spring
Chem1,impacted,N,Male   ,White,20202,A,2020 Spring
Chem1,impacted,N,Male   ,White,20202,B,2020 Spring
Chem1,impacted,N,Male   ,White,20202,F,2020 Spring
Chem1,impacted,N,Male   ,White,20202,C+,2020 Spring
Chem1,impacted,N,Male   ,White,20202,B+,2020 Spring
Chem1,impacted,N,Male   ,White,20202,A,2020 Spring
Chem1,impacted,N,Male   ,White,20202,C+,2020 Spring
Chem1,impacted,N,Male   ,White,20202,B,2020 Spring
Chem1,impacted,N,Male   ,White,20202,W,2020 Spring
Chem1,impacted,N,Male   ,White,20202,B-,2020 Spring
Chem1,impacted,N,Male   ,White,20202,F,2020 Spring
Chem1,impacted,N,Male   ,White,20202,C+,2020 Spring
Chem1,impacted,N,Male   ,White,20202,A-,2020 Spring
Chem1,impacted,N,Male   ,White,20202,A-,2020 Spring
Chem1,impacted,N,Male   ,White,20202,F,2020 Spring
Chem1,impacted,N,Male   ,White,20202,C,2020 Spring
Chem1,impacted,N,Male   ,White,20202,A+,2020 Spring
Chem1,impacted,Y,Female ,Asian,20202,B,2020 Spring
Chem1,impacted,Y,Female ,Asian,20202,W,2020 Spring
Chem1,impacted,Y,Female ,Hispanic,20202,B-,2020 Spring
Chem1,impacted,Y,Female ,Two or more races,20202,F,2020 Spring
Chem1,impacted,Y,Female ,U.S. Nonresident,20202,B,2020 Spring
Chem1,impacted,Y,Female ,U.S. Nonresident,20202,B,2020 Spring
Chem1,impacted,Y,Female ,U.S. Nonresident,20202,W,2020 Spring
Chem1,impacted,Y,Female ,White,20202,B-,2020 Spring
Chem1,impacted,Y,Female ,White,20202,C+,2020 Spring
Chem1,impacted,Y,Female ,White,20202,A-,2020 Spring
Chem1,impacted,Y,Female ,White,20202,D+,2020 Spring
Chem1,impacted,Y,Female ,White,20202,C,2020 Spring
Chem1,impacted,Y,Female ,White,20202,F,2020 Spring
Chem1,impacted,Y,Female ,White,20202,B,2020 Spring
Chem1,impacted,Y,Female ,White,20202,B-,2020 Spring
Chem1,impacted,Y,Female ,White,20202,C+,2020 Spring
Chem1,impacted,Y,Female ,White,20202,B,2020 Spring
Chem1,impacted,Y,Female ,White,20202,W,2020 Spring
Chem1,impacted,Y,Female ,White,20202,C+,2020 Spring
Chem1,impacted,Y,Female ,White,20202,A,2020 Spring
Chem1,impacted,Y,Female ,White,20202,D-,2020 Spring
Chem1,impacted,Y,Female ,White,20202,A-,2020 Spring
Chem1,impacted,Y,Female ,White,20202,C+,2020 Spring
Chem1,impacted,Y,Female ,White,20202,B+,2020 Spring
Chem1,impacted,Y,Female ,White,20202,B-,2020 Spring
Chem1,impacted,Y,Female ,White,20202,A,2020 Spring
Chem1,impacted,Y,Male   ,Asian,20202,F,2020 Spring
Chem1,impacted,Y,Male   ,Black or African American,20202,W,2020 Spring
Chem1,impacted,Y,Male   ,Black or African American,20202,F,2020 Spring
Chem1,impacted,Y,Male   ,Hispanic,20202,W,2020 Spring
Chem1,impacted,Y,Male   ,Hispanic,20202,W,2020 Spring
Chem1,impacted,Y,Male   ,Hispanic,20202,A+,2020 Spring
Chem1,impacted,Y,Male   ,Hispanic,20202,A,2020 Spring
Chem1,impacted,Y,Male   ,Two or more races,20202,A,2020 Spring
Chem1,impacted,Y,Male   ,U.S. Nonresident,20202,D+,2020 Spring
Chem1,impacted,Y,Male   ,U.S. Nonresident,20202,C,2020 Spring
Chem1,impacted,Y,Male   ,White,20202,B,2020 Spring
Chem1,impacted,Y,Male   ,White,20202,B,2020 Spring
Chem1,impacted,Y,Male   ,White,20202,A+,2020 Spring
Chem1,impacted,Y,Male   ,White,20202,B,2020 Spring
Chem1,impacted,Y,Male   ,White,20202,A+,2020 Spring
Chem1,impacted,Y,Male   ,White,20202,C-,2020 Spring
Chem1,impacted,Y,Male   ,White,20202,W,2020 Spring
Chem1,impacted,Y,Male   ,White,20202,A-,2020 Spring
Chem1,impacted,Y,Male   ,White,20202,A,2020 Spring
Chem1,impacted,Y,Male   ,White,20202,F,2020 Spring
Chem1,impacted,Y,Male   ,White,20202,D-,2020 Spring
Chem1,impacted,Y,Male   ,White,20202,B+,2020 Spring
Chem1,impacted,Y,Male   ,White,20202,W,2020 Spring
Chem1,impacted,Y,Male   ,White,20202,W,2020 Spring
Chem1,impacted,Y,Male   ,White,20202,W,2020 Spring
Chem1,impacted,Y,Male   ,White,20202,A-,2020 Spring
Chem1,impacted,Y,Male   ,White,20202,C,2020 Spring
Chem1,impacted,Y,Male   ,White,20202,F,2020 Spring
Chem1,impacted,Y,Male   ,White,20202,B,2020 Spring
Chem1,impacted,Y,Male   ,White,20202,D+,2020 Spring
Chem1,impacted,Y,Male   ,White,20202,A+,2020 Spring
Chem1,impacted,Y,Male   ,White,20202,C+,2020 Spring
Chem1,impacted,Y,Male   ,White,20202,D+,2020 Spring
Chem1,impacted,Y,Male   ,White,20202,A,2020 Spring
Chem1,impacted,Y,Male   ,White,20202,F,2020 Spring
Chem1,impacted,Y,Male   ,White,20202,D-,2020 Spring
Chem1,impacted,Y,Male   ,White,20202,D+,2020 Spring
Chem1,impacted,Y,Male   ,White,20202,A-,2020 Spring
Chem1,impacted,Y,Male   ,White,20202,C+,2020 Spring
Chem1,impacted,Y,Male   ,White,20202,C,2020 Spring
Chem1,impacted,Y,Male   ,White,20202,D,2020 Spring
Chem1,impacted,Y,Male   ,White,20202,B+,2020 Spring
Chem1,impacted,Y,Male   ,White,20202,A,2020 Spring
Chem1,impacted,N,Female ,Asian,20211,F,2020_Fall
Chem1,impacted,N,Female ,Asian,20211,A,2020_Fall
Chem1,impacted,N,Female ,Asian,20211,A-,2020_Fall
Chem1,impacted,N,Female ,Asian,20211,B+,2020_Fall
Chem1,impacted,N,Female ,Asian,20211,A-,2020_Fall
Chem1,impacted,N,Female ,Asian,20211,B,2020_Fall
Chem1,impacted,N,Female ,Asian,20211,B+,2020_Fall
Chem1,impacted,N,Female ,Asian,20211,B+,2020_Fall
Chem1,impacted,N,Female ,Asian,20211,A+,2020_Fall
Chem1,impacted,N,Female ,Asian,20211,A+,2020_Fall
Chem1,impacted,N,Female ,Asian,20211,A-,2020_Fall
Chem1,impacted,N,Female ,Black or African American,20211,B+,2020_Fall
Chem1,impacted,N,Female ,Black or African American,20211,W,2020_Fall
Chem1,impacted,N,Female ,Black or African American,20211,W,2020_Fall
Chem1,impacted,N,Female ,Black or African American,20211,W,2020_Fall
Chem1,impacted,N,Female ,Black or African American,20211,C+,2020_Fall
Chem1,impacted,N,Female ,Black or African American,20211,D-,2020_Fall
Chem1,impacted,N,Female ,Black or African American,20211,A-,2020_Fall
Chem1,impacted,N,Female ,Black or African American,20211,W,2020_Fall
Chem1,impacted,N,Female ,Hispanic,20211,B-,2020_Fall
Chem1,impacted,N,Female ,Hispanic,20211,W,2020_Fall
Chem1,impacted,N,Female ,Hispanic,20211,C,2020_Fall
Chem1,impacted,N,Female ,Hispanic,20211,A-,2020_Fall
Chem1,impacted,N,Female ,Hispanic,20211,B-,2020_Fall
Chem1,impacted,N,Female ,Hispanic,20211,F,2020_Fall
Chem1,impacted,N,Female ,Hispanic,20211,B,2020_Fall
Chem1,impacted,N,Female ,Hispanic,20211,A+,2020_Fall
Chem1,impacted,N,Female ,Hispanic,20211,B,2020_Fall
Chem1,impacted,N,Female ,Hispanic,20211,F,2020_Fall
Chem1,impacted,N,Female ,Hispanic,20211,B,2020_Fall
Chem1,impacted,N,Female ,Hispanic,20211,C,2020_Fall
Chem1,impacted,N,Female ,Hispanic,20211,B-,2020_Fall
Chem1,impacted,N,Female ,Hispanic,20211,A+,2020_Fall
Chem1,impacted,N,Female ,Hispanic,20211,F,2020_Fall
Chem1,impacted,N,Female ,Hispanic,20211,B-,2020_Fall
Chem1,impacted,N,Female ,Hispanic,20211,A,2020_Fall
Chem1,impacted,N,Female ,Hispanic,20211,C+,2020_Fall
Chem1,impacted,N,Female ,Hispanic,20211,A+,2020_Fall
Chem1,impacted,N,Female ,Hispanic,20211,B+,2020_Fall
Chem1,impacted,N,Female ,Hispanic,20211,A+,2020_Fall
Chem1,impacted,N,Female ,Hispanic,20211,F,2020_Fall
Chem1,impacted,N,Female ,Two or more races,20211,B,2020_Fall
Chem1,impacted,N,Female ,Two or more races,20211,C,2020_Fall
Chem1,impacted,N,Female ,Two or more races,20211,A-,2020_Fall
Chem1,impacted,N,Female ,Two or more races,20211,W,2020_Fall
Chem1,impacted,N,Female ,Two or more races,20211,A,2020_Fall
Chem1,impacted,N,Female ,Two or more races,20211,B+,2020_Fall
Chem1,impacted,N,Female ,Two or more races,20211,A+,2020_Fall
Chem1,impacted,N,Female ,U.S. Nonresident,20211,B-,2020_Fall
Chem1,impacted,N,Female ,U.S. Nonresident,20211,A+,2020_Fall
Chem1,impacted,N,Female ,U.S. Nonresident,20211,D+,2020_Fall
Chem1,impacted,N,Female ,U.S. Nonresident,20211,W,2020_Fall
Chem1,impacted,N,Female ,U.S. Nonresident,20211,B+,2020_Fall
Chem1,impacted,N,Female ,U.S. Nonresident,20211,B,2020_Fall
Chem1,impacted,N,Female ,U.S. Nonresident,20211,B+,2020_Fall
Chem1,impacted,N,Female ,U.S. Nonresident,20211,A,2020_Fall
Chem1,impacted,N,Female ,U.S. Nonresident,20211,A+,2020_Fall
Chem1,impacted,N,Female ,U.S. Nonresident,20211,C+,2020_Fall
Chem1,impacted,N,Female ,U.S. Nonresident,20211,A+,2020_Fall
Chem1,impacted,N,Female ,U.S. Nonresident,20211,B+,2020_Fall
Chem1,impacted,N,Female ,U.S. Nonresident,20211,A,2020_Fall
Chem1,impacted,N,Female ,U.S. Nonresident,20211,B+,2020_Fall
Chem1,impacted,N,Female ,U.S. Nonresident,20211,A-,2020_Fall
Chem1,impacted,N,Female ,U.S. Nonresident,20211,A+,2020_Fall
Chem1,impacted,N,Female ,U.S. Nonresident,20211,W,2020_Fall
Chem1,impacted,N,Female ,Unknown race and ethnicity,20211,A+,2020_Fall
Chem1,impacted,N,Female ,Unknown race and ethnicity,20211,A+,2020_Fall
Chem1,impacted,N,Female ,Unknown race and ethnicity,20211,A,2020_Fall
Chem1,impacted,N,Female ,White,20211,A,2020_Fall
Chem1,impacted,N,Female ,White,20211,A+,2020_Fall
Chem1,impacted,N,Female ,White,20211,A,2020_Fall
Chem1,impacted,N,Female ,White,20211,C+,2020_Fall
Chem1,impacted,N,Female ,White,20211,C+,2020_Fall
Chem1,impacted,N,Female ,White,20211,C-,2020_Fall
Chem1,impacted,N,Female ,White,20211,F,2020_Fall
Chem1,impacted,N,Female ,White,20211,A,2020_Fall
Chem1,impacted,N,Female ,White,20211,D+,2020_Fall
Chem1,impacted,N,Female ,White,20211,D+,2020_Fall
Chem1,impacted,N,Female ,White,20211,F,2020_Fall
Chem1,impacted,N,Female ,White,20211,C+,2020_Fall
Chem1,impacted,N,Female ,White,20211,B+,2020_Fall
Chem1,impacted,N,Female ,White,20211,C,2020_Fall
Chem1,impacted,N,Female ,White,20211,B-,2020_Fall
Chem1,impacted,N,Female ,White,20211,A-,2020_Fall
Chem1,impacted,N,Female ,White,20211,F,2020_Fall
Chem1,impacted,N,Female ,White,20211,A+,2020_Fall
Chem1,impacted,N,Female ,White,20211,B+,2020_Fall
Chem1,impacted,N,Female ,White,20211,W,2020_Fall
Chem1,impacted,N,Female ,White,20211,A,2020_Fall
Chem1,impacted,N,Female ,White,20211,D+,2020_Fall
Chem1,impacted,N,Female ,White,20211,D-,2020_Fall
Chem1,impacted,N,Female ,White,20211,C,2020_Fall
Chem1,impacted,N,Female ,White,20211,B+,2020_Fall
Chem1,impacted,N,Female ,White,20211,B+,2020_Fall
Chem1,impacted,N,Female ,White,20211,A,2020_Fall
Chem1,impacted,N,Female ,White,20211,C,2020_Fall
Chem1,impacted,N,Female ,White,20211,C,2020_Fall
Chem1,impacted,N,Female ,White,20211,B+,2020_Fall
Chem1,impacted,N,Female ,White,20211,F,2020_Fall
Chem1,impacted,N,Female ,White,20211,A+,2020_Fall
Chem1,impacted,N,Female ,White,20211,F,2020_Fall
Chem1,impacted,N,Female ,White,20211,B+,2020_Fall
Chem1,impacted,N,Female ,White,20211,B,2020_Fall
Chem1,impacted,N,Female ,White,20211,C,2020_Fall
Chem1,impacted,N,Female ,White,20211,B+,2020_Fall
Chem1,impacted,N,Female ,White,20211,B-,2020_Fall
Chem1,impacted,N,Female ,White,20211,B-,2020_Fall
